epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,74.9752,0.91187,1.03499,0.99186,0.67073,0.74328,0.70788,0.36645,1.21855,1.26334,1.29118,0.000494885,0.000494885,0.000494885
43,76.6092,0.90117,0.97071,1.02685,0.60829,0.75257,0.66096,0.34009,1.24411,1.30989,1.28481,0.000486639,0.000486639,0.000486639
44,78.2326,0.86513,0.98495,0.98209,0.61961,0.74882,0.67311,0.34606,1.26936,1.27155,1.30066,0.000478392,0.000478392,0.000478392
45,79.8718,0.87619,0.91315,0.93913,0.64765,0.75996,0.67917,0.3557,1.26516,1.30767,1.31183,0.000470145,0.000470145,0.000470145
46,81.5011,0.89295,0.93665,1.00266,0.63458,0.76037,0.67447,0.35294,1.25309,1.32157,1.30137,0.000461898,0.000461898,0.000461898
47,83.1938,0.8436,0.89707,0.95449,0.65543,0.79076,0.7145,0.36835,1.2382,1.29337,1.27722,0.000453652,0.000453652,0.000453652
48,84.8411,0.84622,0.90945,0.98602,0.65491,0.75837,0.69766,0.35035,1.26842,1.30455,1.287,0.000445405,0.000445405,0.000445405
49,86.4911,0.82741,0.85275,0.96201,0.60962,0.76548,0.67191,0.3353,1.29724,1.27794,1.28824,0.000437158,0.000437158,0.000437158
50,88.0983,0.85031,0.86608,0.95392,0.6265,0.746,0.67354,0.33144,1.29356,1.25268,1.28627,0.000428912,0.000428912,0.000428912
51,89.8456,0.88515,0.92393,0.99468,0.66397,0.73555,0.71594,0.34748,1.26718,1.18727,1.27985,0.000420665,0.000420665,0.000420665
52,91.4708,0.88302,0.87213,0.95969,0.69473,0.75691,0.74858,0.3901,1.22735,1.1579,1.25495,0.000412418,0.000412418,0.000412418
53,93.1289,0.86418,0.91921,0.97525,0.71598,0.77318,0.77366,0.39601,1.23187,1.13843,1.2588,0.000404172,0.000404172,0.000404172
54,94.7905,0.88232,0.91552,0.96486,0.70001,0.72862,0.73052,0.35786,1.24663,1.19743,1.25311,0.000395925,0.000395925,0.000395925
55,96.396,0.83638,0.86368,0.96325,0.73677,0.70693,0.73537,0.35806,1.22877,1.20467,1.24349,0.000387678,0.000387678,0.000387678
56,97.9776,0.79588,0.86799,0.94606,0.74631,0.70581,0.73172,0.3587,1.22537,1.19619,1.23839,0.000379431,0.000379431,0.000379431
57,99.6056,0.81367,0.83193,0.94872,0.73241,0.7161,0.74226,0.37579,1.23623,1.17112,1.25204,0.000371185,0.000371185,0.000371185
58,101.241,0.81148,0.83478,0.95904,0.74345,0.70853,0.74355,0.38362,1.23805,1.08694,1.30007,0.000362938,0.000362938,0.000362938
59,102.851,0.86199,0.87252,0.95739,0.74711,0.71805,0.74343,0.39002,1.22117,1.07612,1.30039,0.000354691,0.000354691,0.000354691
60,104.508,0.82341,0.8435,0.95626,0.75502,0.6996,0.7407,0.39059,1.2289,1.08304,1.29821,0.000346445,0.000346445,0.000346445
61,106.247,0.80355,0.81517,0.9611,0.76312,0.69439,0.75272,0.40227,1.22523,1.1016,1.27179,0.000338198,0.000338198,0.000338198
62,107.905,0.83927,0.86947,0.95562,0.73011,0.71228,0.75548,0.40062,1.26808,1.15637,1.29816,0.000329951,0.000329951,0.000329951
63,109.651,0.83786,0.86512,0.9344,0.70458,0.72027,0.74603,0.3944,1.29052,1.20422,1.32257,0.000321705,0.000321705,0.000321705
64,111.278,0.77534,0.81323,0.97531,0.62656,0.79566,0.72873,0.37135,1.32889,1.21506,1.37137,0.000313458,0.000313458,0.000313458
65,112.909,0.8307,0.84889,0.9586,0.6358,0.83644,0.75714,0.37655,1.32753,1.13353,1.4021,0.000305211,0.000305211,0.000305211
66,114.622,0.85675,0.87065,0.97052,0.63042,0.82242,0.75722,0.37807,1.30017,1.10608,1.38605,0.000296964,0.000296964,0.000296964
67,116.262,0.82713,0.82376,0.93882,0.65695,0.77466,0.75987,0.37959,1.26911,1.08743,1.36433,0.000288718,0.000288718,0.000288718
68,117.899,0.82155,0.80918,0.93698,0.63813,0.79779,0.74942,0.36633,1.27658,1.08257,1.35504,0.000280471,0.000280471,0.000280471
69,119.619,0.87231,0.88597,0.95846,0.64936,0.7378,0.72797,0.33361,1.34724,1.13127,1.39098,0.000272224,0.000272224,0.000272224
70,121.212,0.83929,0.82336,0.95827,0.68041,0.70171,0.72948,0.33558,1.37048,1.13505,1.40739,0.000263978,0.000263978,0.000263978
71,122.878,0.80461,0.78874,0.93042,0.66142,0.71692,0.71875,0.35056,1.3629,1.1402,1.41788,0.000255731,0.000255731,0.000255731
72,124.49,0.83049,0.84769,0.95511,0.68794,0.75033,0.73691,0.37022,1.34363,1.10602,1.42309,0.000247484,0.000247484,0.000247484
73,126.098,0.79368,0.80253,0.9576,0.69047,0.74124,0.74368,0.38479,1.34001,1.10195,1.42878,0.000239238,0.000239238,0.000239238
74,127.81,0.79664,0.78037,0.93964,0.75099,0.71919,0.75602,0.38258,1.34823,1.08981,1.42554,0.000230991,0.000230991,0.000230991
75,129.431,0.80944,0.8159,0.94029,0.61816,0.75155,0.68995,0.34373,1.37487,1.1345,1.41252,0.000222744,0.000222744,0.000222744
76,131.046,0.76532,0.75224,0.93863,0.59969,0.74648,0.67979,0.33044,1.36726,1.16981,1.39434,0.000214497,0.000214497,0.000214497
77,132.712,0.76473,0.78373,0.92262,0.59494,0.75384,0.6954,0.33927,1.33836,1.17573,1.37528,0.000206251,0.000206251,0.000206251
78,134.336,0.79151,0.80254,0.96622,0.60212,0.76986,0.71362,0.35858,1.29672,1.1681,1.3572,0.000198004,0.000198004,0.000198004
79,136.022,0.80282,0.77652,0.93184,0.64222,0.71901,0.70879,0.36626,1.28425,1.16174,1.35039,0.000189757,0.000189757,0.000189757
80,137.713,0.80706,0.81778,0.94711,0.61741,0.71975,0.69961,0.35414,1.29036,1.18035,1.34153,0.000181511,0.000181511,0.000181511
81,139.319,0.81069,0.79361,0.91192,0.60294,0.76911,0.70339,0.35115,1.29529,1.18626,1.33319,0.000173264,0.000173264,0.000173264
82,140.946,0.73352,0.74318,0.92677,0.64636,0.77027,0.72457,0.36254,1.28602,1.1851,1.32427,0.000165017,0.000165017,0.000165017
83,142.584,0.75611,0.75171,0.90937,0.69436,0.77288,0.7385,0.36564,1.28539,1.1901,1.32013,0.000156771,0.000156771,0.000156771
84,144.171,0.74599,0.75327,0.92016,0.75535,0.73423,0.7496,0.36919,1.28475,1.1862,1.32439,0.000148524,0.000148524,0.000148524
85,145.903,0.77884,0.7771,0.91427,0.76661,0.73095,0.75715,0.37365,1.28138,1.17341,1.33143,0.000140277,0.000140277,0.000140277
86,182.026,0.68958,0.6669,0.89987,0.78625,0.71861,0.7445,0.37148,1.29027,1.1327,1.36065,0.000132031,0.000132031,0.000132031
87,183.675,0.73312,0.67968,0.92047,0.67603,0.76791,0.71703,0.36393,1.30134,1.1116,1.38006,0.000123784,0.000123784,0.000123784
88,185.369,0.68993,0.66464,0.90262,0.67873,0.7588,0.72517,0.36766,1.3075,1.08949,1.39489,0.000115537,0.000115537,0.000115537
89,187.059,0.68544,0.64929,0.88014,0.65053,0.76054,0.71027,0.35677,1.3209,1.10619,1.40195,0.00010729,0.00010729,0.00010729
90,188.74,0.69699,0.66249,0.90559,0.63891,0.76991,0.70735,0.35666,1.33625,1.10398,1.41013,9.90437e-05,9.90437e-05,9.90437e-05
91,190.459,0.70089,0.66268,0.90502,0.62181,0.76356,0.70737,0.35277,1.32954,1.10847,1.40411,9.0797e-05,9.0797e-05,9.0797e-05
