epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,128.492,0.98114,0.90988,0.91563,0.72502,0.66003,0.72303,0.34461,1.60847,1.11474,1.20312,9.90437e-05,9.90437e-05,9.90437e-05
91,149.425,0.93975,0.87642,0.90347,0.6156,0.73551,0.71767,0.33959,1.62051,1.12017,1.20613,9.0797e-05,9.0797e-05,9.0797e-05
92,150.79,0.91929,0.89149,0.90463,0.65436,0.70702,0.72015,0.34487,1.6082,1.11426,1.19655,8.25503e-05,8.25503e-05,8.25503e-05
93,152.23,0.97041,0.9034,0.9094,0.71036,0.73646,0.7581,0.3547,1.57256,1.09345,1.17752,7.43036e-05,7.43036e-05,7.43036e-05
94,153.548,0.9749,0.89443,0.91485,0.67787,0.71729,0.73672,0.35869,1.55392,1.0776,1.17768,6.60569e-05,6.60569e-05,6.60569e-05
95,154.888,0.97549,0.89826,0.90475,0.67581,0.72085,0.73526,0.36502,1.53744,1.06539,1.17814,5.78102e-05,5.78102e-05,5.78102e-05
96,156.307,0.91402,0.88548,0.89892,0.72693,0.73674,0.76779,0.36835,1.53174,1.06002,1.18027,4.95635e-05,4.95635e-05,4.95635e-05
97,157.596,0.92973,0.87406,0.90022,0.72446,0.73189,0.76619,0.36472,1.54275,1.06305,1.19057,4.13168e-05,4.13168e-05,4.13168e-05
98,158.965,0.95898,0.87436,0.91346,0.69259,0.70913,0.74697,0.36232,1.55838,1.07685,1.1991,3.30701e-05,3.30701e-05,3.30701e-05
99,160.311,0.95734,0.92517,0.90791,0.69584,0.71793,0.74722,0.36098,1.56086,1.07843,1.19679,2.48234e-05,2.48234e-05,2.48234e-05
100,161.654,0.92093,0.85672,0.91111,0.72428,0.72421,0.76497,0.36341,1.54724,1.07233,1.19134,1.65767e-05,1.65767e-05,1.65767e-05
