epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,241.405,0.93595,0.7637,0.79538,0.67344,0.86257,0.73324,0.37895,1.60142,1.16833,1.23966,0.000380385,0.000380385,0.000380385
51,246.205,0.96183,0.76114,0.80536,0.66629,0.86591,0.72354,0.37362,1.64087,1.14095,1.26229,0.000371148,0.000371148,0.000371148
52,250.959,0.96333,0.76034,0.78044,0.65434,0.85196,0.7282,0.37472,1.66159,1.19775,1.27142,0.000361911,0.000361911,0.000361911
53,255.819,0.8853,0.73043,0.77075,0.63183,0.79455,0.70774,0.35023,1.78857,1.29181,1.33958,0.000352674,0.000352674,0.000352674
54,260.626,0.92363,0.74262,0.75959,0.61791,0.75821,0.69443,0.33986,1.86247,1.29166,1.40269,0.000343437,0.000343437,0.000343437
55,265.344,0.95244,0.74723,0.7997,0.7524,0.73881,0.75392,0.36191,1.84986,1.27728,1.41202,0.0003342,0.0003342,0.0003342
56,270.168,0.9446,0.76079,0.7987,0.74404,0.7677,0.77211,0.36719,1.8462,1.25844,1.40402,0.000324963,0.000324963,0.000324963
57,274.845,0.91441,0.71133,0.77451,0.67533,0.77142,0.74681,0.35633,1.87049,1.29101,1.38769,0.000315726,0.000315726,0.000315726
58,279.737,0.94568,0.7551,0.77719,0.68263,0.82121,0.75327,0.38129,1.79067,1.25277,1.32326,0.000306488,0.000306488,0.000306488
59,284.486,0.90919,0.72232,0.76354,0.69227,0.82428,0.76138,0.38573,1.76065,1.22494,1.31228,0.000297251,0.000297251,0.000297251
60,289.361,0.91216,0.71531,0.75824,0.68814,0.81257,0.7467,0.3741,1.78959,1.2393,1.32903,0.000288014,0.000288014,0.000288014
61,294.136,0.87902,0.69381,0.74063,0.71863,0.85458,0.77261,0.38902,1.80843,1.19924,1.36366,0.000278777,0.000278777,0.000278777
62,298.926,0.91533,0.68726,0.78193,0.72054,0.81075,0.78907,0.38287,1.84079,1.17872,1.4059,0.00026954,0.00026954,0.00026954
63,303.674,0.93909,0.70586,0.77618,0.74769,0.83018,0.81024,0.40022,1.8329,1.1491,1.44195,0.000260303,0.000260303,0.000260303
64,308.533,0.87886,0.65677,0.76778,0.68025,0.84187,0.76787,0.36712,1.86029,1.26919,1.45738,0.000251066,0.000251066,0.000251066
65,313.358,0.83708,0.63556,0.74126,0.67502,0.84265,0.7599,0.35714,1.83263,1.28014,1.431,0.000241829,0.000241829,0.000241829
66,318.153,0.85699,0.67643,0.73861,0.69933,0.82809,0.77037,0.37015,1.77125,1.23633,1.39226,0.000232592,0.000232592,0.000232592
67,323.022,0.87353,0.64289,0.76705,0.74311,0.83453,0.8173,0.39759,1.72693,1.203,1.35785,0.000223355,0.000223355,0.000223355
68,327.877,0.8451,0.64475,0.73397,0.71323,0.82134,0.76131,0.38366,1.74161,1.17413,1.34288,0.000214118,0.000214118,0.000214118
69,332.717,0.8419,0.63749,0.74004,0.70888,0.81808,0.76336,0.35607,1.83525,1.20254,1.3677,0.000204881,0.000204881,0.000204881
70,337.584,0.83928,0.64329,0.74538,0.71596,0.82717,0.77778,0.36094,1.84628,1.18855,1.39492,0.000195644,0.000195644,0.000195644
71,342.345,0.84398,0.63969,0.73555,0.73115,0.83455,0.79237,0.37954,1.81238,1.16927,1.38702,0.000186407,0.000186407,0.000186407
72,347.091,0.82925,0.67408,0.76344,0.75019,0.86363,0.83024,0.40083,1.76551,1.13369,1.37422,0.00017717,0.00017717,0.00017717
73,351.822,0.83794,0.62402,0.74352,0.76101,0.88573,0.84604,0.42378,1.68414,1.04437,1.32786,0.000167933,0.000167933,0.000167933
74,356.594,0.84855,0.64226,0.75823,0.73417,0.83934,0.82971,0.41491,1.64936,1.01244,1.29077,0.000158696,0.000158696,0.000158696
75,361.367,0.86806,0.67453,0.73489,0.67285,0.82254,0.75748,0.36764,1.69765,1.05475,1.29177,0.000149459,0.000149459,0.000149459
76,366.154,0.8417,0.63891,0.72608,0.66116,0.77521,0.7356,0.35714,1.72745,1.06889,1.3088,0.000140222,0.000140222,0.000140222
77,370.944,0.80166,0.61926,0.72774,0.66646,0.76629,0.73196,0.35134,1.76305,1.08979,1.34012,0.000130985,0.000130985,0.000130985
78,375.741,0.79359,0.60239,0.74082,0.67105,0.76713,0.73223,0.35747,1.80972,1.09922,1.38091,0.000121748,0.000121748,0.000121748
79,380.559,0.80828,0.59267,0.73043,0.72055,0.78782,0.75145,0.37188,1.83744,1.12402,1.43103,0.000112511,0.000112511,0.000112511
80,385.376,0.7962,0.60755,0.7515,0.72852,0.7831,0.75616,0.37786,1.8773,1.16943,1.48794,0.000103273,0.000103273,0.000103273
81,390.255,0.85779,0.5918,0.75304,0.71159,0.77139,0.73492,0.36017,1.90989,1.18864,1.50797,9.40364e-05,9.40364e-05,9.40364e-05
82,395.066,0.83791,0.64405,0.74485,0.6513,0.79235,0.72658,0.35417,1.92781,1.18577,1.53419,8.47994e-05,8.47994e-05,8.47994e-05
83,399.917,0.82784,0.59018,0.72411,0.66338,0.8087,0.73506,0.35353,1.93173,1.16657,1.52827,7.55624e-05,7.55624e-05,7.55624e-05
84,404.708,0.79974,0.5801,0.72059,0.69309,0.79423,0.74413,0.35569,1.92774,1.14146,1.52642,6.63253e-05,6.63253e-05,6.63253e-05
85,409.551,0.79982,0.58001,0.7246,0.69552,0.80173,0.75899,0.36586,1.91845,1.12378,1.52455,5.70883e-05,5.70883e-05,5.70883e-05
86,446.402,0.7647,0.56315,0.72876,0.71227,0.80279,0.77249,0.36745,1.9041,1.10926,1.52329,4.78512e-05,4.78512e-05,4.78512e-05
87,451.209,0.79542,0.59126,0.72691,0.70512,0.79303,0.76155,0.37081,1.9048,1.1099,1.52745,3.86142e-05,3.86142e-05,3.86142e-05
88,455.891,0.74993,0.57428,0.73621,0.71699,0.78687,0.76597,0.37312,1.90435,1.10085,1.52244,2.93771e-05,2.93771e-05,2.93771e-05
89,460.733,0.73923,0.54807,0.71014,0.71769,0.78514,0.76307,0.373,1.91471,1.11399,1.53236,2.01401e-05,2.01401e-05,2.01401e-05
90,465.475,0.72981,0.55555,0.72586,0.71557,0.78543,0.76151,0.37063,1.9123,1.10819,1.5294,1.0903e-05,1.0903e-05,1.0903e-05
