epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.65714,2.18346,9.28026,1.51783,0.51484,0.01923,0.00708,0.00173,2.59454,10.8256,1.70253,7.497e-05,7.497e-05,7.497e-05
2,13.1716,1.81966,4.32403,1.29752,0.55888,0.17211,0.14051,0.05778,2.03116,7.96927,1.38956,0.000156703,0.000156703,0.000156703
3,16.6173,1.61206,2.74439,1.18224,0.53088,0.25463,0.21746,0.07968,1.91942,4.48075,1.34781,0.000236787,0.000236787,0.000236787
4,19.9915,1.47958,2.13254,1.12051,0.7983,0.39842,0.46551,0.20464,1.7088,3.51365,1.2768,0.000315221,0.000315221,0.000315221
5,23.3355,1.32272,1.72093,1.12657,0.58878,0.56483,0.49396,0.24121,1.71889,2.47391,1.27918,0.000392006,0.000392006,0.000392006
6,26.5358,1.31412,1.46357,1.02929,0.4996,0.57704,0.51249,0.26165,1.56719,2.29238,1.24154,0.000467142,0.000467142,0.000467142
7,29.5469,1.32603,1.40144,1.1206,0.71603,0.60545,0.60905,0.32946,1.45265,1.92915,1.19966,0.000540629,0.000540629,0.000540629
8,32.3603,1.35258,1.44704,1.09385,0.69701,0.59379,0.57921,0.30441,1.55016,1.59476,1.23938,0.000612466,0.000612466,0.000612466
9,35.0316,1.26228,1.3538,1.07401,0.5921,0.54289,0.5677,0.27905,1.58463,1.51789,1.24349,0.000682653,0.000682653,0.000682653
10,37.7023,1.24919,1.29986,1.06902,0.6101,0.71936,0.66308,0.364,1.38955,1.19358,1.17476,0.000751192,0.000751192,0.000751192
11,40.2792,1.31326,1.30222,1.07198,0.62635,0.7068,0.69775,0.37137,1.43999,1.22468,1.20305,0.000750533,0.000750533,0.000750533
12,43.1844,1.26644,1.24928,1.12018,0.58691,0.6786,0.66927,0.34146,1.54064,1.24874,1.2454,0.000742286,0.000742286,0.000742286
13,45.9098,1.25087,1.17641,1.06159,0.54825,0.65402,0.64062,0.32278,1.59355,1.33093,1.28071,0.00073404,0.00073404,0.00073404
14,48.6516,1.22938,1.12951,1.08722,0.78173,0.68912,0.71483,0.37261,1.4397,1.15405,1.20581,0.000725793,0.000725793,0.000725793
15,51.3829,1.26667,1.07873,1.0551,0.79321,0.69285,0.72105,0.37565,1.40464,1.14322,1.18399,0.000717546,0.000717546,0.000717546
16,54.1413,1.31286,1.07001,1.0445,0.68947,0.69123,0.70087,0.36876,1.44617,1.13694,1.20494,0.000709299,0.000709299,0.000709299
17,56.8702,1.24044,1.05381,1.04958,0.6176,0.72997,0.67713,0.35734,1.47383,1.19255,1.22998,0.000701053,0.000701053,0.000701053
18,59.5743,1.24987,1.02777,1.03806,0.66249,0.74667,0.7265,0.39396,1.45936,1.17746,1.19619,0.000692806,0.000692806,0.000692806
19,62.3591,1.2359,1.03095,1.04379,0.64731,0.77773,0.74809,0.43556,1.35329,1.13759,1.16658,0.000684559,0.000684559,0.000684559
20,65.0646,1.19348,0.98704,1.07081,0.67665,0.7698,0.74829,0.41553,1.38035,1.12965,1.20307,0.000676313,0.000676313,0.000676313
21,67.7398,1.15524,0.9061,1.03433,0.64297,0.79385,0.73229,0.39652,1.3877,1.1017,1.22811,0.000668066,0.000668066,0.000668066
22,70.5832,1.24505,0.98212,1.05569,0.61599,0.78746,0.71812,0.39088,1.4085,1.12367,1.19852,0.000659819,0.000659819,0.000659819
23,73.2823,1.2029,0.96893,1.046,0.61998,0.7664,0.67865,0.36619,1.50392,1.14935,1.23263,0.000651573,0.000651573,0.000651573
24,76.0717,1.12148,0.89059,1.02978,0.64651,0.82891,0.72319,0.37763,1.4599,1.12591,1.21325,0.000643326,0.000643326,0.000643326
25,78.7916,1.19148,0.88356,1.00906,0.68525,0.80441,0.78161,0.40847,1.39114,1.07063,1.18409,0.000635079,0.000635079,0.000635079
26,81.6481,1.11933,0.91786,1.01494,0.73495,0.71147,0.75207,0.39558,1.49404,1.11184,1.23217,0.000626832,0.000626832,0.000626832
27,84.3319,1.11049,0.86076,1.01144,0.64714,0.80391,0.75994,0.4023,1.46251,1.0944,1.21432,0.000618586,0.000618586,0.000618586
28,87.0599,1.06242,0.82864,1.00229,0.69497,0.74433,0.74591,0.38479,1.48758,1.11316,1.2277,0.000610339,0.000610339,0.000610339
29,89.5488,1.09106,0.80546,1.00638,0.72287,0.75701,0.75505,0.3795,1.47924,1.10952,1.22428,0.000602092,0.000602092,0.000602092
30,92.2696,1.12299,0.82877,0.9968,0.66131,0.76374,0.7422,0.35688,1.57405,1.13364,1.28074,0.000593846,0.000593846,0.000593846
31,95.0027,1.08165,0.8449,1.04146,0.66554,0.83585,0.76676,0.39989,1.48741,1.0823,1.24014,0.000585599,0.000585599,0.000585599
32,97.7751,1.1144,0.85331,1.02881,0.67229,0.80066,0.75112,0.38546,1.51133,1.07898,1.2714,0.000577352,0.000577352,0.000577352
33,100.44,1.09293,0.83745,1.00277,0.70988,0.84715,0.82588,0.45701,1.34315,0.95955,1.19209,0.000569106,0.000569106,0.000569106
34,103.267,1.10661,0.82974,0.96329,0.61678,0.81331,0.71845,0.36154,1.5277,1.06548,1.28592,0.000560859,0.000560859,0.000560859
35,105.959,1.07241,0.80819,1.00168,0.63001,0.77591,0.68879,0.34416,1.56037,1.09731,1.30817,0.000552612,0.000552612,0.000552612
36,108.641,1.07748,0.77445,0.99886,0.68692,0.82118,0.76515,0.38983,1.4473,1.01632,1.25244,0.000544365,0.000544365,0.000544365
37,111.337,1.1351,0.78316,0.99487,0.75443,0.86259,0.83158,0.43989,1.35733,0.94695,1.21216,0.000536119,0.000536119,0.000536119
38,114.057,1.06569,0.77291,0.96629,0.73913,0.80713,0.78599,0.40983,1.44284,1.01644,1.27089,0.000527872,0.000527872,0.000527872
39,116.832,1.09418,0.80818,1.01125,0.67039,0.82296,0.72879,0.37041,1.53927,1.07078,1.31774,0.000519625,0.000519625,0.000519625
40,119.514,0.9973,0.7495,0.97422,0.65497,0.76246,0.71543,0.34992,1.59516,1.09401,1.32469,0.000511379,0.000511379,0.000511379
41,122.216,0.99653,0.72682,0.97055,0.66105,0.81602,0.73528,0.36977,1.56178,1.04129,1.31096,0.000503132,0.000503132,0.000503132
42,124.884,1.03192,0.72205,0.98538,0.74373,0.7604,0.76247,0.38453,1.52193,0.99298,1.3388,0.000494885,0.000494885,0.000494885
43,127.53,1.01971,0.70995,0.98991,0.73383,0.77674,0.76255,0.3616,1.594,1.0134,1.37635,0.000486639,0.000486639,0.000486639
